customer_id,tenure,Tenure_group,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn,Churn_Value,Audit_Difference
15552,38,2-4 Years,76.06,2890.28,Month-to-month,UPI,DSL,No,Yes,0,No,0,$0.00
15553,52,4+ Years,59.88,3113.76,Month-to-month,Debit,Fiber,No,No,3,Yes,1,$0.00
15554,44,2-4 Years,118.05,5194.20,One year,Credit,Fiber,Yes,Yes,2,No,0,$0.00
15555,64,4+ Years,23.73,1518.72,Month-to-month,Debit,Fiber,Yes,Yes,1,No,0,$0.00
15556,13,1-2 Years,41.58,540.54,Month-to-month,Credit,Fiber,Yes,Yes,4,No,0,$0.00
15557,28,2-4 Years,48.47,1357.16,Month-to-month,Cash,Not_Specified,No,Yes,1,Yes,1,$0.00
15558,1,0-1 Year,108.13,108.13,One year,Credit,Not_Specified,Yes,Yes,0,Yes,1,$0.00
15559,43,2-4 Years,111.89,4811.27,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
15560,42,2-4 Years,104.61,4393.62,Month-to-month,UPI,Fiber,No,Yes,1,Yes,1,$0.00
15561,50,4+ Years,61.70,3085.00,Month-to-month,Debit,Fiber,No,Yes,3,Yes,1,$0.00
15562,60,4+ Years,111.46,6687.60,Month-to-month,UPI,DSL,Yes,Yes,6,Yes,1,$0.00
15563,1,0-1 Year,29.85,29.85,Month-to-month,Cash,Fiber,No,No,1,Yes,1,$0.00
15564,51,4+ Years,85.24,4347.24,One year,Debit,Fiber,No,No,2,No,0,$0.00
15565,16,1-2 Years,113.72,1819.52,Month-to-month,Cash,DSL,No,No,3,Yes,1,$0.00
15566,39,2-4 Years,95.49,3724.11,One year,Credit,DSL,No,Yes,5,Yes,1,$0.00
15567,15,1-2 Years,47.79,716.85,Two year,Cash,Fiber,Yes,Yes,2,No,0,$0.00
15568,33,2-4 Years,91.75,3027.75,Month-to-month,Debit,DSL,No,Yes,1,No,0,$0.00
15569,53,4+ Years,49.48,2622.44,Month-to-month,Debit,DSL,No,No,2,No,0,$0.00
15570,17,1-2 Years,31.16,529.72,Month-to-month,Debit,Fiber,No,Yes,1,Yes,1,$0.00
15571,6,0-1 Year,91.72,550.32,Month-to-month,UPI,Fiber,No,No,3,Yes,1,$0.00
15572,31,2-4 Years,37.92,1175.52,One year,Credit,DSL,No,Yes,2,No,0,$0.00
15573,69,4+ Years,31.11,2146.59,Month-to-month,Debit,Not_Specified,No,Yes,1,No,0,$0.00
15574,40,2-4 Years,75.18,3007.20,One year,Cash,Fiber,No,No,2,No,0,$0.00
15575,30,2-4 Years,82.06,2461.80,Month-to-month,Cash,Fiber,No,Yes,1,No,0,$0.00
15576,69,4+ Years,25.11,1732.59,One year,Cash,DSL,No,Yes,2,No,0,$0.00
15577,7,0-1 Year,20.45,143.15,Month-to-month,Debit,Fiber,No,Yes,2,No,0,$0.00
15578,13,1-2 Years,108.21,1406.73,One year,Debit,Fiber,Yes,No,1,No,0,$0.00
15579,4,0-1 Year,31.53,126.12,Month-to-month,Cash,Not_Specified,No,No,0,Yes,1,$0.00
15580,50,4+ Years,78.39,3919.50,Month-to-month,Cash,Fiber,No,No,2,No,0,$0.00
15581,3,0-1 Year,115.35,346.05,Month-to-month,Credit,Not_Specified,Yes,No,1,Yes,1,$0.00
15582,12,0-1 Year,71.19,854.28,One year,Debit,DSL,Yes,Yes,2,Yes,1,$0.00
15583,65,4+ Years,33.98,2208.70,Month-to-month,Cash,DSL,No,Yes,0,No,0,$0.00
15584,27,2-4 Years,59.35,1602.45,Month-to-month,Debit,DSL,No,Yes,2,No,0,$0.00
15585,50,4+ Years,82.40,4120.00,One year,Credit,Fiber,Yes,No,1,No,0,$0.00
15586,17,1-2 Years,96.28,1636.76,Month-to-month,UPI,Fiber,No,No,1,Yes,1,$0.00
15587,72,4+ Years,80.69,5809.68,Month-to-month,Debit,Fiber,No,No,3,Yes,1,$0.00
15588,32,2-4 Years,23.43,749.76,Month-to-month,Debit,Not_Specified,Yes,No,0,No,0,$0.00
15589,51,4+ Years,34.31,1749.81,Month-to-month,Credit,Fiber,Yes,No,2,No,0,$0.00
15590,17,1-2 Years,57.18,972.06,One year,Debit,Fiber,No,No,2,No,0,$0.00
15591,34,2-4 Years,90.57,3079.38,One year,Cash,DSL,No,Yes,2,No,0,$0.00
15592,35,2-4 Years,78.43,2745.05,Month-to-month,Credit,Fiber,Yes,Yes,1,No,0,$0.00
15593,24,1-2 Years,24.47,587.28,One year,UPI,DSL,No,No,2,No,0,$0.00
15594,54,4+ Years,99.69,5383.26,Month-to-month,Credit,DSL,Yes,No,0,No,0,$0.00
15595,18,1-2 Years,80.51,1449.18,Month-to-month,Cash,DSL,Yes,Yes,0,No,0,$0.00
15596,50,4+ Years,108.72,5436.00,Month-to-month,Debit,DSL,Yes,Yes,1,No,0,$0.00
15597,46,2-4 Years,61.77,2841.42,Two year,Credit,Fiber,No,Yes,2,Yes,1,$0.00
15598,48,2-4 Years,69.02,3312.96,Month-to-month,Cash,DSL,No,No,1,No,0,$0.00
15599,33,2-4 Years,60.56,1998.48,Month-to-month,Cash,DSL,Yes,Yes,0,No,0,$0.00
15600,27,2-4 Years,92.25,2490.75,Month-to-month,Cash,DSL,No,Yes,1,Yes,1,$0.00
15601,1,0-1 Year,95.21,95.21,Month-to-month,Credit,Fiber,Yes,Yes,1,Yes,1,$0.00
15602,59,4+ Years,92.32,5446.88,Month-to-month,Credit,Fiber,No,No,1,No,0,$0.00
15603,10,0-1 Year,49.16,491.60,One year,Credit,Not_Specified,No,Yes,1,Yes,1,$0.00
15604,25,2-4 Years,83.60,2090.00,Month-to-month,UPI,DSL,No,No,1,Yes,1,$0.00
15605,57,4+ Years,53.85,3069.45,One year,Cash,Fiber,No,No,1,No,0,$0.00
15606,66,4+ Years,103.42,6825.72,Month-to-month,Credit,DSL,No,Yes,2,Yes,1,$0.00
15607,15,1-2 Years,25.51,382.65,One year,Credit,DSL,No,No,2,No,0,$0.00
15608,28,2-4 Years,23.77,665.56,One year,Debit,Not_Specified,Yes,No,0,No,0,$0.00
15609,13,1-2 Years,30.17,392.21,Month-to-month,Debit,DSL,No,Yes,3,Yes,1,$0.00
15610,14,1-2 Years,40.24,563.36,Month-to-month,Credit,DSL,No,Yes,1,No,0,$0.00
15611,66,4+ Years,23.76,1568.16,One year,Credit,DSL,No,No,2,No,0,$0.00
15612,34,2-4 Years,27.16,923.44,Two year,UPI,Fiber,Yes,No,3,No,0,$0.00
15613,25,2-4 Years,50.61,1265.25,Month-to-month,Debit,DSL,No,Yes,1,Yes,1,$0.00
15614,54,4+ Years,29.98,1618.92,Month-to-month,UPI,Fiber,Yes,No,2,No,0,$0.00
15615,12,0-1 Year,100.21,1202.52,Two year,Credit,Fiber,No,Yes,2,No,0,$0.00
15616,9,0-1 Year,25.39,228.51,One year,UPI,DSL,Yes,Yes,1,No,0,$0.00
15617,31,2-4 Years,110.79,3434.49,One year,Cash,Fiber,No,No,1,No,0,$0.00
15618,53,4+ Years,107.08,5675.24,Month-to-month,UPI,DSL,Yes,Yes,1,No,0,$0.00
15619,43,2-4 Years,40.84,1756.12,Month-to-month,Debit,Not_Specified,No,Yes,2,No,0,$0.00
15620,38,2-4 Years,27.15,1031.70,Month-to-month,Debit,Fiber,No,No,1,No,0,$0.00
15621,42,2-4 Years,30.55,1283.10,Month-to-month,Debit,Fiber,Yes,No,2,No,0,$0.00
15622,72,4+ Years,75.91,5465.52,One year,Debit,DSL,No,Yes,2,No,0,$0.00
15623,48,2-4 Years,80.09,3844.32,Month-to-month,Credit,DSL,No,No,2,Yes,1,$0.00
15624,67,4+ Years,51.56,3454.52,Month-to-month,Debit,Fiber,No,Yes,3,Yes,1,$0.00
15625,66,4+ Years,49.68,3278.88,Two year,Credit,DSL,Yes,No,3,No,0,$0.00
15626,16,1-2 Years,73.15,1170.40,One year,Cash,Fiber,Yes,No,2,No,0,$0.00
15627,16,1-2 Years,50.56,808.96,One year,Debit,Fiber,No,No,5,No,0,$0.00
15628,31,2-4 Years,113.43,3516.33,Month-to-month,Cash,Fiber,Yes,Yes,1,No,0,$0.00
15629,58,4+ Years,58.26,3379.08,Month-to-month,Cash,DSL,No,No,3,Yes,1,$0.00
15630,28,2-4 Years,41.98,1175.44,Month-to-month,Credit,Not_Specified,Yes,Yes,0,No,0,$0.00
15631,4,0-1 Year,34.60,138.40,Month-to-month,UPI,DSL,Yes,Yes,0,No,0,$0.00
15632,10,0-1 Year,83.17,831.70,Month-to-month,Debit,Not_Specified,No,Yes,1,Yes,1,$0.00
15633,51,4+ Years,52.67,2686.17,Month-to-month,Debit,Fiber,No,No,1,No,0,$0.00
15634,18,1-2 Years,38.88,699.84,Month-to-month,UPI,DSL,No,No,0,No,0,$0.00
15635,47,2-4 Years,47.58,2236.26,Month-to-month,Debit,DSL,Yes,Yes,2,No,0,$0.00
15636,32,2-4 Years,50.79,1625.28,Month-to-month,Credit,DSL,Yes,No,0,No,0,$0.00
15637,30,2-4 Years,82.58,2477.40,Month-to-month,UPI,Fiber,No,No,1,Yes,1,$0.00
15638,36,2-4 Years,37.47,1348.92,Month-to-month,Debit,DSL,No,Yes,0,No,0,$0.00
15639,9,0-1 Year,93.28,839.52,Month-to-month,Debit,Fiber,No,Yes,2,Yes,1,$0.00
15640,36,2-4 Years,50.49,1817.64,Month-to-month,Credit,Fiber,No,No,1,No,0,$0.00
15641,29,2-4 Years,68.83,1996.07,One year,Debit,DSL,No,Yes,1,No,0,$0.00
15642,16,1-2 Years,85.48,1367.68,Month-to-month,Credit,Fiber,Yes,No,0,No,0,$0.00
15643,21,1-2 Years,74.36,1561.56,One year,Cash,Not_Specified,No,No,2,No,0,$0.00
15644,64,4+ Years,86.22,5518.08,Month-to-month,Debit,DSL,Yes,No,1,No,0,$0.00
15645,66,4+ Years,52.26,3449.16,Month-to-month,UPI,Not_Specified,No,No,2,No,0,$0.00
15646,59,4+ Years,116.34,6864.06,One year,Credit,Fiber,No,Yes,3,Yes,1,$0.00
15647,28,2-4 Years,65.90,1845.20,Month-to-month,Credit,Fiber,Yes,Yes,1,No,0,$0.00
15648,55,4+ Years,52.19,2870.45,Month-to-month,Debit,DSL,No,No,3,Yes,1,$0.00
15649,31,2-4 Years,49.64,1538.84,Month-to-month,Credit,DSL,Yes,No,2,No,0,$0.00
15650,33,2-4 Years,24.27,800.91,Month-to-month,Cash,DSL,Yes,No,2,No,0,$0.00
15651,60,4+ Years,88.48,5308.80,Month-to-month,Credit,DSL,Yes,Yes,1,No,0,$0.00
15652,41,2-4 Years,46.25,1896.25,Month-to-month,Cash,Fiber,No,Yes,1,No,0,$0.00
15653,46,2-4 Years,115.89,5330.94,Month-to-month,UPI,Not_Specified,No,No,2,Yes,1,$0.00
15654,49,4+ Years,41.04,2010.96,Month-to-month,Credit,DSL,Yes,Yes,0,Yes,1,$0.00
15655,65,4+ Years,72.95,4741.75,Month-to-month,UPI,Not_Specified,No,Yes,2,Yes,1,$0.00
15656,42,2-4 Years,93.55,3929.10,Month-to-month,Cash,Fiber,Yes,No,3,Yes,1,$0.00
15657,23,1-2 Years,107.01,2461.23,Month-to-month,Credit,DSL,No,No,1,Yes,1,$0.00
15658,27,2-4 Years,35.65,962.55,One year,Cash,DSL,Yes,No,1,No,0,$0.00
15659,32,2-4 Years,118.54,3793.28,One year,Cash,Fiber,No,Yes,0,No,0,$0.00
15660,3,0-1 Year,110.67,332.01,Month-to-month,UPI,Fiber,Yes,No,3,Yes,1,$0.00
15661,60,4+ Years,116.28,6976.80,Two year,UPI,DSL,No,Yes,1,No,0,$0.00
15662,17,1-2 Years,105.27,1789.59,Month-to-month,UPI,Fiber,Yes,Yes,2,No,0,$0.00
15663,32,2-4 Years,107.77,3448.64,Month-to-month,Cash,DSL,No,No,1,Yes,1,$0.00
15664,7,0-1 Year,79.88,559.16,Month-to-month,Cash,Not_Specified,No,No,0,No,0,$0.00
15665,71,4+ Years,104.53,7421.63,Month-to-month,UPI,Fiber,Yes,Yes,3,Yes,1,$0.00
15666,69,4+ Years,73.40,5064.60,Month-to-month,Cash,Not_Specified,No,Yes,2,No,0,$0.00
15667,58,4+ Years,73.82,4281.56,Month-to-month,UPI,Fiber,No,Yes,0,No,0,$0.00
15668,40,2-4 Years,76.26,3050.40,One year,Debit,Fiber,Yes,Yes,4,Yes,1,$0.00
15669,48,2-4 Years,119.63,5742.24,One year,Credit,Fiber,Yes,Yes,0,Yes,1,$0.00
15670,51,4+ Years,30.44,1552.44,Month-to-month,Debit,Fiber,Yes,No,2,No,0,$0.00
15671,57,4+ Years,100.56,5731.92,Month-to-month,Cash,Fiber,Yes,No,3,No,0,$0.00
15672,71,4+ Years,47.33,3360.43,Month-to-month,Credit,DSL,No,Yes,3,Yes,1,$0.00
15673,37,2-4 Years,56.12,2076.44,One year,Cash,Fiber,Yes,Yes,2,No,0,$0.00
15674,55,4+ Years,28.05,1542.75,Month-to-month,Cash,Fiber,No,No,2,No,0,$0.00
15675,41,2-4 Years,55.16,2261.56,Two year,Credit,Fiber,Yes,No,2,No,0,$0.00
15676,20,1-2 Years,119.08,2381.60,Month-to-month,Cash,Not_Specified,No,Yes,4,Yes,1,$0.00
15677,33,2-4 Years,59.71,1970.43,Month-to-month,Cash,DSL,No,No,2,No,0,$0.00
15678,40,2-4 Years,86.97,3478.80,Month-to-month,Cash,Fiber,Yes,Yes,1,No,0,$0.00
15679,34,2-4 Years,32.07,1090.38,Month-to-month,UPI,DSL,No,No,3,Yes,1,$0.00
15680,62,4+ Years,112.25,6959.50,Month-to-month,Cash,DSL,Yes,No,0,Yes,1,$0.00
15681,19,1-2 Years,102.77,1952.63,Month-to-month,Credit,Fiber,Yes,No,0,No,0,$0.00
15682,43,2-4 Years,58.63,2521.09,Month-to-month,Debit,Fiber,No,Yes,2,No,0,$0.00
15683,69,4+ Years,54.85,3784.65,Two year,Credit,Fiber,No,No,4,No,0,$0.00
15684,63,4+ Years,63.23,3983.49,Two year,Credit,Fiber,No,Yes,1,No,0,$0.00
15685,10,0-1 Year,60.13,601.30,Month-to-month,Debit,DSL,Yes,No,1,Yes,1,$0.00
15686,13,1-2 Years,45.81,595.53,One year,Cash,Fiber,No,Yes,2,No,0,$0.00
15687,5,0-1 Year,119.08,595.40,Month-to-month,Debit,DSL,No,No,1,Yes,1,$0.00
15688,58,4+ Years,101.05,5860.90,Month-to-month,Debit,DSL,Yes,Yes,3,Yes,1,$0.00
15689,59,4+ Years,46.79,2760.61,Month-to-month,UPI,DSL,No,No,3,Yes,1,$0.00
15690,59,4+ Years,118.17,6972.03,Month-to-month,UPI,DSL,Yes,Yes,2,Yes,1,$0.00
15691,15,1-2 Years,21.55,323.25,One year,Credit,DSL,No,Yes,2,No,0,$0.00
15692,1,0-1 Year,63.79,63.79,Month-to-month,Credit,Fiber,No,Yes,3,Yes,1,$0.00
15693,38,2-4 Years,76.95,2924.10,One year,UPI,Fiber,No,No,2,No,0,$0.00
15694,53,4+ Years,23.76,1259.28,Two year,Debit,Fiber,Yes,No,2,Yes,1,$0.00
15695,52,4+ Years,36.10,1877.20,Month-to-month,Debit,DSL,No,No,1,No,0,$0.00
15696,1,0-1 Year,45.81,45.81,Month-to-month,Debit,DSL,Yes,No,2,No,0,$0.00
15697,11,0-1 Year,92.02,1012.22,Month-to-month,Cash,Fiber,No,No,3,Yes,1,$0.00
15698,58,4+ Years,113.97,6610.26,Month-to-month,UPI,Fiber,No,No,1,Yes,1,$0.00
15699,40,2-4 Years,82.45,3298.00,Month-to-month,Cash,Fiber,No,Yes,2,Yes,1,$0.00
15700,60,4+ Years,76.27,4576.20,Month-to-month,Debit,DSL,No,Yes,2,No,0,$0.00
15701,44,2-4 Years,73.68,3241.92,One year,Cash,DSL,Yes,Yes,0,No,0,$0.00
15702,6,0-1 Year,55.07,330.42,One year,Credit,DSL,No,Yes,4,Yes,1,$0.00
15703,28,2-4 Years,102.77,2877.56,Month-to-month,UPI,Fiber,No,Yes,4,Yes,1,$0.00
15704,31,2-4 Years,74.08,2296.48,Month-to-month,Debit,DSL,Yes,Yes,2,No,0,$0.00
15705,8,0-1 Year,43.01,344.08,Month-to-month,Credit,DSL,Yes,No,0,No,0,$0.00
15706,5,0-1 Year,33.68,168.40,One year,Cash,DSL,No,No,3,Yes,1,$0.00
15707,54,4+ Years,118.55,6401.70,Month-to-month,Credit,Fiber,Yes,Yes,0,Yes,1,$0.00
15708,17,1-2 Years,21.75,369.75,One year,Debit,DSL,Yes,Yes,2,No,0,$0.00
15709,38,2-4 Years,113.34,4306.92,Two year,UPI,Fiber,Yes,Yes,2,Yes,1,$0.00
15710,9,0-1 Year,41.83,376.47,Month-to-month,UPI,DSL,No,No,0,Yes,1,$0.00
15711,14,1-2 Years,85.75,1200.50,Two year,Debit,Fiber,Yes,Yes,5,No,0,$0.00
15712,26,2-4 Years,50.15,1303.90,Month-to-month,UPI,DSL,Yes,No,3,No,0,$0.00
15713,62,4+ Years,105.98,6570.76,Month-to-month,Credit,Fiber,No,Yes,1,Yes,1,$0.00
15714,25,2-4 Years,74.34,1858.50,Month-to-month,Debit,Fiber,No,Yes,1,No,0,$0.00
15715,36,2-4 Years,34.11,1227.96,Month-to-month,Cash,Fiber,No,Yes,2,No,0,$0.00
15716,33,2-4 Years,46.98,1550.34,Month-to-month,UPI,DSL,No,No,1,No,0,$0.00
15717,3,0-1 Year,52.03,156.09,One year,Cash,Fiber,Yes,Yes,3,Yes,1,$0.00
15718,11,0-1 Year,108.59,1194.49,Month-to-month,UPI,Fiber,No,No,1,Yes,1,$0.00
15719,58,4+ Years,96.67,5606.86,Month-to-month,UPI,DSL,Yes,Yes,1,No,0,$0.00
15720,64,4+ Years,102.96,6589.44,Two year,Debit,Fiber,Yes,No,1,No,0,$0.00
15721,18,1-2 Years,25.23,454.14,Two year,Debit,DSL,No,Yes,1,Yes,1,$0.00
15722,47,2-4 Years,77.88,3660.36,Month-to-month,Credit,DSL,No,No,0,No,0,$0.00
15723,44,2-4 Years,119.92,5276.48,Month-to-month,Cash,Fiber,Yes,Yes,3,Yes,1,$0.00
15724,59,4+ Years,98.52,5812.68,One year,Cash,Fiber,No,Yes,2,Yes,1,$0.00
15725,50,4+ Years,32.07,1603.50,Month-to-month,Debit,Fiber,No,Yes,3,Yes,1,$0.00
15726,69,4+ Years,87.88,6063.72,Month-to-month,Debit,DSL,No,Yes,2,Yes,1,$0.00
15727,29,2-4 Years,94.53,2741.37,One year,Cash,Not_Specified,No,No,0,Yes,1,$0.00
15728,67,4+ Years,71.42,4785.14,Month-to-month,Cash,Not_Specified,No,No,1,No,0,$0.00
15729,2,0-1 Year,27.88,55.76,Two year,UPI,DSL,No,No,0,Yes,1,$0.00
15730,25,2-4 Years,23.47,586.75,One year,UPI,Fiber,No,Yes,0,No,0,$0.00
15731,19,1-2 Years,113.78,2161.82,Two year,Debit,Fiber,Yes,No,1,No,0,$0.00
15732,40,2-4 Years,45.75,1830.00,Two year,Cash,Fiber,No,No,1,Yes,1,$0.00
15733,2,0-1 Year,57.90,115.80,Month-to-month,UPI,DSL,No,No,2,Yes,1,$0.00
15734,65,4+ Years,99.53,6469.45,One year,UPI,Fiber,No,No,2,No,0,$0.00
15735,62,4+ Years,88.93,5513.66,Month-to-month,Cash,DSL,Yes,No,1,No,0,$0.00
15736,54,4+ Years,116.86,6310.44,Month-to-month,Cash,DSL,No,No,2,Yes,1,$0.00
15737,45,2-4 Years,29.28,1317.60,Month-to-month,Debit,Fiber,No,No,1,No,0,$0.00
15738,49,4+ Years,90.69,4443.81,Month-to-month,Cash,Fiber,No,No,3,Yes,1,$0.00
15739,69,4+ Years,28.22,1947.18,Month-to-month,Debit,Fiber,No,No,1,No,0,$0.00
15740,38,2-4 Years,20.02,760.76,One year,UPI,Fiber,No,Yes,1,No,0,$0.00
15741,4,0-1 Year,32.02,128.08,Month-to-month,Credit,DSL,Yes,Yes,1,No,0,$0.00
15742,17,1-2 Years,81.67,1388.39,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
15743,53,4+ Years,87.62,4643.86,One year,Cash,DSL,Yes,Yes,1,No,0,$0.00
15744,53,4+ Years,63.83,3382.99,Month-to-month,Debit,Fiber,Yes,No,1,No,0,$0.00
15745,31,2-4 Years,24.61,762.91,Two year,Credit,DSL,Yes,No,3,No,0,$0.00
15746,22,1-2 Years,83.41,1835.02,Two year,UPI,DSL,No,No,3,Yes,1,$0.00
15747,11,0-1 Year,28.58,314.38,One year,UPI,Fiber,Yes,No,1,Yes,1,$0.00
15748,34,2-4 Years,34.17,1161.78,Month-to-month,Debit,Fiber,Yes,No,0,No,0,$0.00
15749,15,1-2 Years,71.26,1068.90,One year,Credit,Fiber,No,No,2,No,0,$0.00
15750,10,0-1 Year,54.04,540.40,One year,UPI,Not_Specified,No,Yes,0,Yes,1,$0.00
15751,53,4+ Years,66.48,3523.44,One year,UPI,Fiber,No,Yes,2,No,0,$0.00
15752,48,2-4 Years,83.51,4008.48,One year,Cash,Fiber,No,No,0,No,0,$0.00
15753,31,2-4 Years,36.00,1116.00,One year,Credit,DSL,No,Yes,3,No,0,$0.00
15754,37,2-4 Years,109.31,4044.47,Month-to-month,Cash,Fiber,Yes,Yes,6,No,0,$0.00
15755,28,2-4 Years,75.95,2126.60,One year,UPI,DSL,No,No,2,Yes,1,$0.00
15756,31,2-4 Years,22.21,688.51,Month-to-month,UPI,Fiber,No,Yes,3,Yes,1,$0.00
15757,70,4+ Years,82.85,5799.50,Two year,Credit,Fiber,No,Yes,0,No,0,$0.00
15758,14,1-2 Years,66.32,928.48,Month-to-month,Credit,Fiber,No,No,1,No,0,$0.00
15759,16,1-2 Years,90.16,1442.56,Month-to-month,Debit,Fiber,No,No,0,Yes,1,$0.00
15760,25,2-4 Years,98.40,2460.00,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
15761,39,2-4 Years,113.88,4441.32,Month-to-month,Debit,DSL,No,No,2,Yes,1,$0.00
15762,66,4+ Years,119.83,7908.78,Month-to-month,Cash,Fiber,No,No,2,Yes,1,$0.00
15763,38,2-4 Years,74.96,2848.48,Month-to-month,Credit,Not_Specified,No,No,1,No,0,$0.00
15764,41,2-4 Years,76.15,3122.15,Month-to-month,Cash,Fiber,No,No,0,No,0,$0.00
15765,40,2-4 Years,22.24,889.60,One year,Cash,Fiber,No,Yes,3,No,0,$0.00
15766,64,4+ Years,106.52,6817.28,Month-to-month,Debit,Fiber,Yes,Yes,0,No,0,$0.00
15767,16,1-2 Years,22.87,365.92,One year,UPI,Fiber,No,No,1,No,0,$0.00
15768,59,4+ Years,83.27,4912.93,One year,Debit,Fiber,No,Yes,1,No,0,$0.00
15769,11,0-1 Year,29.86,328.46,Month-to-month,Debit,DSL,No,No,1,No,0,$0.00
15770,1,0-1 Year,48.58,48.58,Month-to-month,Cash,DSL,Yes,No,3,Yes,1,$0.00
15771,13,1-2 Years,34.03,442.39,One year,UPI,Fiber,No,No,1,No,0,$0.00
15772,30,2-4 Years,33.74,1012.20,One year,Credit,DSL,Yes,No,1,No,0,$0.00
15773,69,4+ Years,27.46,1894.74,Month-to-month,Credit,DSL,No,Yes,0,No,0,$0.00
15774,18,1-2 Years,51.79,932.22,Two year,Cash,Not_Specified,No,Yes,2,No,0,$0.00
15775,13,1-2 Years,62.37,810.81,Month-to-month,Debit,DSL,No,Yes,0,No,0,$0.00
15776,32,2-4 Years,66.45,2126.40,Month-to-month,Credit,Fiber,No,No,4,No,0,$0.00
15777,71,4+ Years,63.97,4541.87,One year,Debit,DSL,Yes,Yes,0,No,0,$0.00
15778,72,4+ Years,72.37,5210.64,Two year,UPI,Fiber,No,No,1,Yes,1,$0.00
15779,50,4+ Years,105.98,5299.00,Month-to-month,Credit,Fiber,No,No,2,Yes,1,$0.00
15780,71,4+ Years,83.18,5905.78,Month-to-month,Credit,DSL,Yes,No,1,Yes,1,$0.00
15781,31,2-4 Years,21.73,673.63,Two year,Credit,Fiber,Yes,Yes,1,No,0,$0.00
15782,51,4+ Years,37.30,1902.30,Month-to-month,Cash,Not_Specified,No,No,1,No,0,$0.00
15783,27,2-4 Years,54.89,1482.03,Two year,UPI,Fiber,No,No,1,No,0,$0.00
15784,60,4+ Years,114.90,6894.00,One year,Debit,Fiber,No,No,2,No,0,$0.00
15785,33,2-4 Years,27.81,917.73,Month-to-month,Debit,Fiber,Yes,No,0,No,0,$0.00
15786,53,4+ Years,91.01,4823.53,Month-to-month,UPI,DSL,No,No,1,Yes,1,$0.00
15787,72,4+ Years,23.31,1678.32,Month-to-month,Debit,Fiber,No,No,3,No,0,$0.00
15788,33,2-4 Years,56.25,1856.25,Month-to-month,Cash,Fiber,Yes,Yes,3,No,0,$0.00
15789,41,2-4 Years,97.01,3977.41,Month-to-month,Debit,DSL,No,No,3,Yes,1,$0.00
15790,19,1-2 Years,54.39,1033.41,Two year,Cash,Fiber,Yes,Yes,2,No,0,$0.00
15791,41,2-4 Years,63.03,2584.23,Month-to-month,Cash,Fiber,No,Yes,1,No,0,$0.00
15792,42,2-4 Years,110.53,4642.26,One year,UPI,DSL,Yes,Yes,1,No,0,$0.00
15793,23,1-2 Years,26.62,612.26,Two year,Cash,Fiber,No,No,2,No,0,$0.00
15794,33,2-4 Years,72.77,2401.41,Month-to-month,Credit,Not_Specified,No,No,1,No,0,$0.00
15795,20,1-2 Years,56.62,1132.40,Month-to-month,Cash,DSL,No,No,0,No,0,$0.00
15796,25,2-4 Years,116.38,2909.50,Month-to-month,Debit,DSL,No,Yes,1,Yes,1,$0.00
15797,52,4+ Years,99.37,5167.24,Month-to-month,UPI,Fiber,Yes,No,3,Yes,1,$0.00
15798,12,0-1 Year,32.21,386.52,One year,Debit,Fiber,No,No,3,No,0,$0.00
15799,32,2-4 Years,112.74,3607.68,One year,Credit,Not_Specified,No,No,0,No,0,$0.00
15800,33,2-4 Years,41.12,1356.96,One year,Cash,DSL,No,Yes,2,No,0,$0.00
15801,68,4+ Years,28.48,1936.64,Month-to-month,Credit,Fiber,Yes,Yes,4,No,0,$0.00
15802,15,1-2 Years,74.16,1112.40,One year,Cash,Fiber,No,No,1,Yes,1,$0.00
15803,51,4+ Years,93.66,4776.66,Month-to-month,Credit,Fiber,Yes,Yes,3,Yes,1,$0.00
15804,6,0-1 Year,91.61,549.66,Month-to-month,Credit,Fiber,Yes,Yes,2,No,0,$0.00
15805,69,4+ Years,73.41,5065.29,Month-to-month,Credit,DSL,Yes,No,1,No,0,$0.00
15806,69,4+ Years,69.27,4779.63,Month-to-month,Credit,Fiber,Yes,No,4,No,0,$0.00
15807,35,2-4 Years,116.95,4093.25,Two year,Credit,Fiber,No,No,2,No,0,$0.00
15808,34,2-4 Years,102.06,3470.04,Two year,Credit,Not_Specified,No,Yes,0,No,0,$0.00
15809,63,4+ Years,89.86,5661.18,Two year,Cash,DSL,No,No,1,Yes,1,$0.00
15810,68,4+ Years,39.52,2687.36,Month-to-month,Debit,DSL,No,Yes,1,No,0,$0.00
15811,18,1-2 Years,101.98,1835.64,One year,UPI,Fiber,No,No,1,No,0,$0.00
15812,26,2-4 Years,94.98,2469.48,Two year,UPI,DSL,Yes,Yes,0,No,0,$0.00
15813,61,4+ Years,119.20,7271.20,One year,Debit,DSL,No,No,2,No,0,$0.00
15814,48,2-4 Years,33.30,1598.40,Month-to-month,Cash,DSL,No,No,1,No,0,$0.00
15815,72,4+ Years,91.53,6590.16,One year,Cash,DSL,Yes,No,0,No,0,$0.00
15816,31,2-4 Years,117.91,3655.21,Month-to-month,UPI,Fiber,No,Yes,2,Yes,1,$0.00
15817,34,2-4 Years,66.26,2252.84,One year,UPI,DSL,No,Yes,1,No,0,$0.00
